ID,Vial,Day,Type,Site,Transect,DistancePrimary,DistanceSecondary,DistanceClosest,Contents,Group,Trophic,Flight,Abundance,Biomass
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.5,0.15
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,0.5,0.7
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.5,14.8
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,1.5,4.95
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,1.5,1.05
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,TipuliA,Diptera,Herbivore,Strong,1.5,2.6
S4/B2-P,B2-1.2,10,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,0.5,1.55
S4/B2-P,B2-1.2,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1.5,5.8
S4/B2-P,B2-1.2,10,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.5,19.1
S4/B2-P,B2-1.2,10,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,1,0.7
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,0.5,0.05
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.5,1.75
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,Entomo,Misc,Detritivore,None,0.5,0.05
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,Formi2,Ant,General,None,1.5,7.55
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,Hymeno,Hymenoptera,General,Strong,0.5,0.2
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.25
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,1.85
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1.5,6.75
S4/B2-P,B2-1.3,10,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.5,0.05
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,1,0.4
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,0.5,0.75
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,0.5,0.25
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,CicHyb,Carabid,Predator,Moderate,0.5,21
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,Clubio,Spider,Predator,None,0.5,0.3
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,1,3.35
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1,2.15
S4/B2-P,B2-1.4,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1,5.3
S4/B2-P,B2-1.5,10,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.5,0.05
S4/B2-P,B2-1.5,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1,0.2
S4/B2-P,B2-1.5,10,Pitfall,2,B,35,107,35,Formi2,Ant,General,None,0.5,2.8
S4/B2-P,B2-1.5,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,0.8
S4/B2-P,B2-1.5,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,1.95
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,1,0.25
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,Clubio,Spider,Predator,None,2.5,0.5
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1,2.2
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.5,27.9
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,LioQua,Carabid,Predator,Moderate,0.5,0.6
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,Mirida,Misc,Herbivore,Weak,0.5,0.7
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,2.1
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,ScoGra,Staphylinid,Predator,Weak,0.5,0.05
S4/B2-P,B2-2.1,10,Pitfall,2,B,35,107,35,TipuliA,Diptera,Herbivore,Strong,0.5,0.3
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,2,0.35
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,1,0.15
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,Clubio,Spider,Predator,None,0.5,0.15
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,2,1.55
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.5,5.15
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,1,3.75
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1,3.95
S4/B2-P,B2-2.2,10,Pitfall,2,B,35,107,35,PirLat,Spider,Predator,None,0.5,0.7
S4/B2-P,B2-2.3,10,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,0.5,0.05
S4/B2-P,B2-2.3,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.5,0.1
S4/B2-P,B2-2.3,10,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,3,123.65
S4/B2-P,B2-2.3,10,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.25
S4/B2-P,B2-2.3,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1,2.35
S4/B2-P,B2-2.3,10,Pitfall,2,B,35,107,35,TipuliA,Diptera,Herbivore,Strong,1,0.6
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,1,0.2
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1,0.05
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,0.5,0.5
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,Formi1W,Ant,General,None,0.5,0.3
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,1,50.5
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,Mirida,Misc,Herbivore,Weak,0.5,0.1
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.9
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,2.2
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1,4.05
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,ScoGra,Staphylinid,Predator,Weak,1,0.3
S4/B2-P,B2-2.4,10,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.5,0.3
S4/B2-P,B2-2.5,10,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1.5,10.25
S4/B2-P,B2-2.5,10,Pitfall,2,B,35,107,35,ScoGra,Staphylinid,Predator,Weak,0.5,0.1
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,ElaterA,Misc,General,Moderate,3,1.7
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,GamSpp,Aquatic,Detritivore,None,167,162.6
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,HydSppL,Aquatic,Detritivore,None,1,13.1
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,LeuSpp,Aquatic,Detritivore,None,4,0.6
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,RhyTriL,Aquatic,Predator,None,6,1.7
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,SimuliL,Aquatic,Detritivore,None,1,1.4
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,TabaniL,Aquatic,General,None,1,8.2
S4/A2-A,A2-Sur,11,Aquatic,2,A,43,148,43,TipSpp,Aquatic,General,None,1,1.8
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,BaeSpp,Aquatic,Detritivore,None,21,3.1
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,ChironL,Aquatic,General,None,5,0.3
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,ChironP,Aquatic,General,None,2,1.3
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,DinFerr,Aquatic,Detritivore,None,3,6
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,ElaterA,Misc,General,Moderate,2,0.3
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,ElmidaL,Aquatic,Detritivore,None,2,1.2
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,GamSpp,Aquatic,Detritivore,None,188,122.3
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,GloSpp,Aquatic,Detritivore,None,17,3.9
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,Hirudi,Aquatic,Predator,None,1,6.2
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,LeuSpp,Aquatic,Detritivore,None,50,3.5
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,RhyHir,Aquatic,Predator,None,1,0.6
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,RhyTriL,Aquatic,Predator,None,19,1.6
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,SerIgn,Aquatic,Predator,None,5,1.8
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,SimuliL,Aquatic,Detritivore,None,6,0.3
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,SimuliL,Aquatic,Detritivore,None,2,2.5
S4/B2-A,B2-Sur,11,Aquatic,2,B,35,107,35,TabaniL,Aquatic,General,None,1,22.9
S5/A2-P,A2-1.1,13,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,1.333333333,3.3
S5/A2-P,A2-1.1,13,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.333333333,0.033333333
S5/A2-P,A2-1.1,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.333333333,0.1
S5/A2-P,A2-1.1,13,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.333333333,0.1
S5/A2-P,A2-1.1,13,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.333333333,7.7
S5/A2-P,A2-1.1,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.333333333,0.566666667
S5/A2-P,A2-1.2,13,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,0.666666667,1.633333333
S5/A2-P,A2-1.2,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.333333333,0.133333333
S5/A2-P,A2-1.2,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.333333333,0.266666667
S5/A2-P,A2-1.2,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,1,8.4
S5/A2-P,A2-1.2,13,Pitfall,2,A,43,148,43,PhiRuf,Staphylinid,Predator,Weak,0.333333333,0.133333333
S5/A2-P,A2-1.3,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.333333333,0.233333333
S5/A2-P,A2-1.3,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,1,0.1
S5/A2-P,A2-1.3,13,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.333333333,0.033333333
S5/A2-P,A2-1.3,13,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.333333333,0.233333333
S5/A2-P,A2-1.4,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.333333333,0.033333333
S5/A2-P,A2-1.4,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.666666667,1.7
S5/A2-P,A2-1.4,13,Pitfall,2,A,43,148,43,PhiRuf,Staphylinid,Predator,Weak,0.333333333,0.033333333
S5/A2-P,A2-1.4,13,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,0.333333333,0.033333333
S5/A2-P,A2-1.5,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.333333333,0.866666667
S5/A2-P,A2-1.5,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.666666667,2.266666667
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,0.333333333,0.7
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.333333333,0.033333333
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.333333333,0.1
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.333333333,0.1
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.333333333,6.666666667
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,0.333333333,1.466666667
S5/A2-P,A2-2.1,13,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,1,4.533333333
S5/A2-P,A2-2.2,13,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,5.666666667,18.5
S5/A2-P,A2-2.2,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1,3.8
S5/A2-P,A2-2.2,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.666666667,0.133333333
S5/A2-P,A2-2.2,13,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,1.666666667,0.2
S5/A2-P,A2-2.2,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.333333333,5.466666667
S5/A2-P,A2-2.3,13,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,0.666666667,1.366666667
S5/A2-P,A2-2.3,13,Pitfall,2,A,43,148,43,BemTes,Carabid,Predator,Moderate,0.333333333,0.233333333
S5/A2-P,A2-2.3,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.666666667,0.133333333
S5/A2-P,A2-2.3,13,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.333333333,7.366666667
S5/A2-P,A2-2.3,13,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.333333333,0.233333333
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.333333333,0.133333333
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.333333333,0.133333333
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,ElaterA,Misc,General,Moderate,0.333333333,0.033333333
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.333333333,0.066666667
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.333333333,0.9
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.666666667,3.1
S5/A2-P,A2-2.4,13,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.666666667,4
S5/A2-P,A2-2.5,13,Pitfall,2,A,43,148,43,ArcCinA,Spider,Predator,None,0.333333333,15.6
S5/A2-P,A2-2.5,13,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.666666667,0.233333333
S5/B2-P,B2-1.1,13,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.666666667,1.7
S5/B2-P,B2-1.1,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.666666667,3.4
S5/B2-P,B2-1.1,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1,3.6
S5/B2-P,B2-1.1,13,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.333333333,0.2
S5/B2-P,B2-1.2,13,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.333333333,0.1
S5/B2-P,B2-1.2,13,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,0.333333333,1.066666667
S5/B2-P,B2-1.2,13,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.333333333,0.066666667
S5/B2-P,B2-1.2,13,Pitfall,2,B,35,107,35,Formi2,Ant,General,None,0.333333333,1.7
S5/B2-P,B2-1.2,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.333333333,1.333333333
S5/B2-P,B2-1.3,13,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1,2.633333333
S5/B2-P,B2-1.3,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.666666667,1.833333333
S5/B2-P,B2-1.4,13,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,0.333333333,0.766666667
S5/B2-P,B2-1.4,13,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.333333333,5.3
S5/B2-P,B2-1.4,13,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.333333333,1.233333333
S5/B2-P,B2-1.4,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.666666667,6.6
S5/B2-P,B2-1.4,13,Pitfall,2,B,35,107,35,PirLat,Spider,Predator,None,0.333333333,1.433333333
S5/B2-P,B2-1.5,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,1.333333333,6.233333333
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.666666667,0.266666667
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,Clubio,Spider,Predator,None,0.666666667,0.033333333
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,Dipte1L,Diptera,General,None,0.333333333,13.53333333
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,0.333333333,0.366666667
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,Hymeno,Hymenoptera,General,Strong,0.333333333,0.033333333
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.333333333,11.3
S5/B2-P,B2-2.1,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.666666667,2.966666667
S5/B2-P,B2-2.2,13,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.666666667,0.066666667
S5/B2-P,B2-2.2,13,Pitfall,2,B,35,107,35,BemTes,Carabid,Predator,Moderate,0.333333333,0.2
S5/B2-P,B2-2.2,13,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.666666667,0.2
S5/B2-P,B2-2.2,13,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,1.333333333,4.033333333
S5/B2-P,B2-2.3,13,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.333333333,0.233333333
S5/B2-P,B2-2.3,13,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1.333333333,0.366666667
S5/B2-P,B2-2.3,13,Pitfall,2,B,35,107,35,Entomo,Misc,Detritivore,None,0.333333333,0.1
S5/B2-P,B2-2.3,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.333333333,0.5
S5/B2-P,B2-2.3,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.666666667,2.4
S5/B2-P,B2-2.3,13,Pitfall,2,B,35,107,35,PerAer,Carabid,Predator,Moderate,0.333333333,0.2
S5/B2-P,B2-2.4,13,Pitfall,2,B,35,107,35,ColeopL,Misc,General,None,0.333333333,0.033333333
S5/B2-P,B2-2.4,13,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.333333333,0.2
S5/B2-P,B2-2.4,13,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,1.333333333,0.933333333
S5/B2-P,B2-2.4,13,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.666666667,28.43333333
S5/B2-P,B2-2.4,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.666666667,4.033333333
S5/B2-P,B2-2.4,13,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.333333333,0.3
S5/B2-P,B2-2.5,13,Pitfall,2,B,35,107,35,ArcCinA,Spider,Predator,None,0.333333333,21
S5/B2-P,B2-2.5,13,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,0.333333333,0.5
S5/B2-P,B2-2.5,13,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.333333333,1.366666667
S5/B2-P,B2-2.5,13,Pitfall,2,B,35,107,35,TipuliA,Diptera,Herbivore,Strong,0.666666667,0.133333333
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,BaeSpp,Aquatic,Detritivore,None,1,0.1
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,ChironL,Aquatic,General,None,2,1
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,ChironP,Aquatic,General,None,1,0.5
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,ElmidaL,Aquatic,Detritivore,None,2,0.9
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,GamSpp,Aquatic,Detritivore,None,199,121.7
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,GloSpp,Aquatic,Detritivore,None,1,0.3
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,HydropL,Aquatic,Predator,None,1,0.2
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,HydSppP,Aquatic,Detritivore,None,2,9.9
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,LeuSpp,Aquatic,Detritivore,None,11,0.8
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,Oligoc,Aquatic,General,None,1,10
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,RhyTriL,Aquatic,Predator,None,9,1.4
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,SimuliL,Aquatic,Detritivore,None,2,2.3
S5/A2-A,A2-Sur,14,Aquatic,2,A,43,148,43,TipSpp,Aquatic,General,None,1,21.6
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,BaeSpp,Aquatic,Detritivore,None,7,0.8
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,ElaterA,Misc,General,Moderate,1,0.2
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,ElmidaL,Aquatic,Detritivore,None,1,1.1
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,GamSpp,Aquatic,Detritivore,None,162,138.1
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,GloSpp,Aquatic,Detritivore,None,1,0.5
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,LeuSpp,Aquatic,Detritivore,None,4,2.1
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,RhaSpp,Aquatic,General,None,3,19.8
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,RhyHir,Aquatic,Predator,None,2,11.4
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,RhyTriL,Aquatic,Predator,None,13,1.4
S5/B2-A,B2-Sur,14,Aquatic,2,B,35,107,35,SerIgn,Aquatic,Predator,None,1,0.3
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,ArcCinA,Spider,Predator,None,0.2,9.28
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,1,1.52
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,CicHyb,Carabid,Predator,Moderate,0.2,8.5
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,ColeopA,Misc,General,Moderate,0.2,0.02
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,Dipte1L,Diptera,General,None,0.2,5.74
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.8,1.06
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.2,0.02
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.2,0.54
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.4,1.58
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,0.8,1.22
S6/A2-P,A2-1.1,18,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.6,0.66
S6/A2-P,A2-1.2,18,Pitfall,2,A,43,148,43,BemDec,Carabid,Predator,Moderate,0.2,0.08
S6/A2-P,A2-1.2,18,Pitfall,2,A,43,148,43,ColeopL,Misc,General,None,0.2,0.02
S6/A2-P,A2-1.2,18,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,0.6,1.26
S6/A2-P,A2-1.3,18,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.4,0.04
S6/A2-P,A2-1.3,18,Pitfall,2,A,43,148,43,ColeopL,Misc,General,None,0.2,0.04
S6/A2-P,A2-1.3,18,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.2,0.46
S6/A2-P,A2-1.3,18,Pitfall,2,A,43,148,43,ElaterA,Misc,General,Moderate,0.2,0.14
S6/A2-P,A2-1.3,18,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.6,1.68
S6/A2-P,A2-1.4,18,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.4,0.04
S6/A2-P,A2-1.4,18,Pitfall,2,A,43,148,43,Formi1W,Ant,General,None,0.2,0.08
S6/A2-P,A2-1.4,18,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.2,1.1
S6/A2-P,A2-1.5,18,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,0.2,0.22
S6/A2-P,A2-1.5,18,Pitfall,2,A,43,148,43,CicHyb,Carabid,Predator,Moderate,0.2,11.26
S6/A2-P,A2-1.5,18,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.6,1.8
S6/A2-P,A2-2.1,18,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,0.2,0.38
S6/A2-P,A2-2.1,18,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.2,0.04
S6/A2-P,A2-2.1,18,Pitfall,2,A,43,148,43,PerAer,Carabid,Predator,Moderate,0.2,0.18
S6/A2-P,A2-2.1,18,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,0.4,1.08
S6/A2-P,A2-2.2,18,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.2,0.06
